activity_id,project_id,equipment_id,equipment_type,system_type,activity_type,complexity,complexity_score,planned_start_date,planned_end_date,planned_duration_days,actual_start_date,actual_end_date,status,is_delayed,delay_days,num_dependencies,contractor,contractor_performance_score,resource_availability,document_completeness_pct,weather_sensitive,prior_similar_experience,num_issues_encountered,num_change_orders,budget_variance_pct
PRJ-006-ACT-0157,PRJ-006,Boiler-157,Boiler,BMS,Documentation Review,Low,1,2024-01-17,2024-01-31,14,,,In Progress - On Track,False,0,1,Carrier,0.66,Partial,0.85,False,False,2,0,0.046
PRJ-006-ACT-0158,PRJ-006,Exhaust-Fan-158,Exhaust Fan,Fire Protection,Equipment Delivery,High,3,2024-07-15,2024-07-16,1,2024-07-15,2024-07-17,Completed - On Time,False,0,4,Carrier,0.81,Partial,0.96,False,True,0,1,0.097
PRJ-006-ACT-0159,PRJ-006,Air-Handler-159,Air Handler,HVAC,Installation,Low,1,2024-11-27,2024-12-01,4,2024-11-27,2024-12-03,Completed - On Time,False,0,1,Carrier,0.81,Partial,0.85,False,True,1,0,-0.009
PRJ-006-ACT-0160,PRJ-006,Fan-160,Fan,BMS,Equipment Delivery,Low,1,2025-02-18,2025-03-04,14,2025-02-20,2025-03-05,Completed - On Time,False,0,5,Carrier,0.92,Limited,0.95,False,True,1,1,-0.028
PRJ-006-ACT-0161,PRJ-006,Exhaust-Fan-161,Exhaust Fan,Fire Protection,Functional Testing,Medium,2,2024-09-16,2024-09-20,4,2024-09-14,2024-10-05,Completed - Delayed,True,15,2,Carrier,0.64,Limited,0.59,False,True,5,1,-0.049
PRJ-006-ACT-0162,PRJ-006,Electrical-Switchgear-162,Electrical Switchgear,HVAC,Documentation Review,Low,1,2024-12-07,2024-12-09,2,2024-12-07,2024-12-11,Completed - On Time,False,0,4,Carrier,0.7,Limited,0.45,False,True,1,0,0.047
PRJ-006-ACT-0163,PRJ-006,Fan-163,Fan,Plumbing,Equipment Delivery,Critical,4,2024-03-25,2024-04-06,12,,,In Progress - On Track,False,0,0,Carrier,0.83,Limited,0.72,False,True,0,0,-0.005
PRJ-006-ACT-0164,PRJ-006,BMS-Controller-164,BMS Controller,Fire Protection,Installation,High,3,2024-06-14,2024-06-16,2,,,In Progress - At Risk,True,5,5,Carrier,0.92,Limited,0.7,False,False,5,3,0.127
PRJ-006-ACT-0165,PRJ-006,Cooling-Tower-165,Cooling Tower,Plumbing,Installation,Low,1,2025-01-03,2025-01-13,10,2025-01-05,2025-02-03,Completed - Delayed,True,21,5,Carrier,0.73,Partial,0.99,False,False,3,0,0.16
PRJ-006-ACT-0166,PRJ-006,Exhaust-Fan-166,Exhaust Fan,Fire Protection,Functional Testing,Critical,4,2024-03-23,2024-04-02,10,2024-03-24,2024-04-12,Completed - Delayed,True,10,4,Carrier,0.67,Partial,0.87,False,True,0,1,0.235
PRJ-006-ACT-0167,PRJ-006,Cooling-Tower-167,Cooling Tower,Fire Protection,Functional Testing,Low,1,2024-02-23,2024-03-02,8,,,In Progress - At Risk,True,8,1,Carrier,0.77,Limited,0.63,True,True,1,3,0.223
PRJ-006-ACT-0168,PRJ-006,Pump-168,Pump,HVAC,Documentation Review,Low,1,2024-11-05,2024-11-12,7,2024-11-06,2024-11-11,Completed - On Time,False,0,0,Carrier,0.96,Limited,1.0,False,False,2,1,0.011
PRJ-006-ACT-0169,PRJ-006,Pump-169,Pump,HVAC,Startup,Medium,2,2024-01-24,2024-01-25,1,2024-01-29,2024-01-30,Completed - Delayed,True,5,5,Carrier,0.82,Full,0.48,False,True,6,1,0.273
PRJ-006-ACT-0170,PRJ-006,UPS-170,UPS,HVAC,Startup,High,3,2024-10-11,2024-10-16,5,2024-10-15,2024-10-17,Completed - Delayed,True,1,3,Carrier,0.65,Limited,0.54,False,False,0,3,0.098
PRJ-006-ACT-0171,PRJ-006,Pump-171,Pump,BMS,Documentation Review,Medium,2,2024-11-10,2024-11-11,1,,,In Progress - On Track,False,0,1,Carrier,0.8,Partial,0.96,False,False,2,0,0.075
PRJ-006-ACT-0172,PRJ-006,VAV-Box-172,VAV Box,Plumbing,Performance Testing,Medium,2,2024-12-09,2024-12-17,8,2024-12-11,2024-12-19,Completed - On Time,False,0,3,Carrier,0.65,Partial,0.93,False,True,0,0,0.064
PRJ-006-ACT-0173,PRJ-006,Exhaust-Fan-173,Exhaust Fan,Plumbing,Documentation Review,Low,1,2024-12-18,2025-01-01,14,2024-12-18,2025-01-03,Completed - On Time,False,0,1,Carrier,0.72,Full,0.75,False,True,2,1,0.094
PRJ-006-ACT-0174,PRJ-006,Cooling-Tower-174,Cooling Tower,Electrical,Installation,Critical,4,2024-06-16,2024-06-21,5,,,In Progress - On Track,False,0,3,Carrier,0.7,Full,0.83,False,True,2,1,0.095
PRJ-006-ACT-0175,PRJ-006,Boiler-175,Boiler,BMS,Installation,High,3,2024-06-11,2024-06-14,3,2024-06-11,2024-06-13,Completed - On Time,False,0,2,Carrier,0.92,Full,0.95,False,True,2,0,0.059
PRJ-006-ACT-0176,PRJ-006,Fan-176,Fan,Fire Protection,Functional Testing,High,3,2024-01-29,2024-01-30,1,2024-01-28,2024-02-08,Completed - Delayed,True,9,2,Carrier,0.63,Full,0.82,False,False,2,2,0.048
PRJ-006-ACT-0177,PRJ-006,VAV-Box-177,VAV Box,Electrical,Performance Testing,Low,1,2024-10-16,2024-10-18,2,,,In Progress - At Risk,True,9,4,Carrier,0.79,Limited,0.59,False,True,8,3,-0.04
PRJ-006-ACT-0178,PRJ-006,Electrical-Switchgear-178,Electrical Switchgear,Plumbing,Performance Testing,Medium,2,2024-06-17,2024-06-21,4,2024-06-19,2024-06-22,Completed - Delayed,True,1,1,Carrier,0.75,Partial,0.91,False,True,3,1,0.068
PRJ-006-ACT-0179,PRJ-006,Air-Handler-179,Air Handler,BMS,Performance Testing,Medium,2,2023-12-18,2023-12-19,1,,,In Progress - At Risk,True,16,2,Carrier,0.75,Partial,0.46,False,False,6,3,0.178
PRJ-006-ACT-0180,PRJ-006,Boiler-180,Boiler,HVAC,Installation,Low,1,2024-12-24,2024-12-25,1,,,In Progress - At Risk,True,3,4,Carrier,0.73,Full,0.63,False,False,8,0,-0.096
PRJ-006-ACT-0181,PRJ-006,Generator-181,Generator,Fire Protection,Performance Testing,Low,1,2024-04-30,2024-05-01,1,2024-04-30,2024-05-03,Completed - On Time,False,0,0,Carrier,0.65,Limited,0.98,False,True,0,0,0.048
PRJ-006-ACT-0182,PRJ-006,Boiler-182,Boiler,Electrical,Equipment Delivery,Critical,4,2024-01-16,2024-01-20,4,,,In Progress - At Risk,True,16,4,Carrier,0.62,Limited,0.68,False,True,0,2,0.026
PRJ-006-ACT-0183,PRJ-006,BMS-Controller-183,BMS Controller,Plumbing,Documentation Review,Low,1,2024-06-17,2024-06-30,13,,,In Progress - On Track,False,0,3,Carrier,0.64,Full,0.73,False,True,0,1,-0.042
PRJ-006-ACT-0184,PRJ-006,Boiler-184,Boiler,Electrical,Startup,Medium,2,2024-04-20,2024-05-04,14,2024-04-21,2024-05-10,Completed - Delayed,True,6,1,Carrier,0.74,Full,0.79,False,True,4,0,-0.043
PRJ-006-ACT-0185,PRJ-006,BMS-Controller-185,BMS Controller,HVAC,Performance Testing,Critical,4,2024-04-09,2024-04-14,5,2024-04-11,2024-04-14,Completed - On Time,False,0,3,Carrier,0.95,Partial,0.77,False,True,0,0,0.021
PRJ-006-ACT-0186,PRJ-006,Air-Handler-186,Air Handler,Fire Protection,Performance Testing,Low,1,2025-01-13,2025-01-18,5,2025-01-12,2025-01-30,Completed - Delayed,True,12,5,Carrier,0.65,Partial,0.9,False,False,2,0,-0.057
PRJ-006-ACT-0187,PRJ-006,Fire-Alarm-Panel-187,Fire Alarm Panel,HVAC,Startup,Low,1,2024-08-22,2024-09-01,10,2024-08-24,2024-09-01,Completed - On Time,False,0,1,Carrier,0.92,Limited,0.93,False,False,1,1,-0.031
PRJ-006-ACT-0188,PRJ-006,Generator-188,Generator,Fire Protection,Equipment Delivery,High,3,2023-11-26,2023-12-05,9,,,In Progress - On Track,False,0,2,Carrier,0.61,Limited,0.54,False,True,1,0,-0.037
PRJ-006-ACT-0189,PRJ-006,Pump-189,Pump,HVAC,Equipment Delivery,Medium,2,2024-06-15,2024-06-25,10,2024-06-15,2024-06-25,Completed - On Time,False,0,3,Carrier,0.84,Limited,0.78,False,True,2,1,-0.009
PRJ-006-ACT-0190,PRJ-006,HVAC-Chiller-190,HVAC Chiller,BMS,Installation,Critical,4,2024-01-21,2024-01-25,4,2024-01-22,2024-01-31,Completed - Delayed,True,6,2,Carrier,0.71,Full,0.49,False,True,7,1,0.246
PRJ-006-ACT-0191,PRJ-006,Fan-191,Fan,Plumbing,Equipment Delivery,Medium,2,2025-02-13,2025-02-17,4,2025-02-17,2025-02-27,Completed - Delayed,True,10,0,Carrier,0.62,Full,0.73,False,False,1,0,-0.099
PRJ-006-ACT-0192,PRJ-006,UPS-192,UPS,BMS,Performance Testing,High,3,2024-01-07,2024-01-09,2,2024-01-07,2024-01-30,Completed - Delayed,True,21,0,Carrier,0.76,Full,0.41,False,True,2,3,-0.019
PRJ-006-ACT-0193,PRJ-006,Generator-193,Generator,BMS,Documentation Review,Critical,4,2024-08-20,2024-09-02,13,2024-08-24,2024-09-05,Completed - Delayed,True,3,5,Carrier,0.62,Full,0.73,True,False,4,3,-0.002
PRJ-006-ACT-0194,PRJ-006,HVAC-Chiller-194,HVAC Chiller,HVAC,Performance Testing,High,3,2025-01-12,2025-01-26,14,,,In Progress - At Risk,True,8,5,Carrier,0.69,Partial,0.47,False,True,1,0,0.027
PRJ-006-ACT-0195,PRJ-006,Fire-Alarm-Panel-195,Fire Alarm Panel,BMS,Performance Testing,High,3,2024-10-17,2024-10-23,6,2024-10-18,2024-10-24,Completed - Delayed,True,1,2,Carrier,0.8,Limited,0.98,False,False,0,0,0.045
PRJ-006-ACT-0196,PRJ-006,Fan-196,Fan,Electrical,Startup,Low,1,2024-06-20,2024-06-27,7,2024-06-24,2024-07-06,Completed - Delayed,True,9,3,Carrier,0.73,Limited,0.76,False,False,2,0,-0.062
PRJ-006-ACT-0197,PRJ-006,UPS-197,UPS,Electrical,Startup,Low,1,2025-02-15,2025-02-26,11,2025-02-15,2025-02-28,Completed - On Time,False,0,1,Carrier,0.88,Limited,0.95,False,True,1,0,-0.028
PRJ-006-ACT-0198,PRJ-006,Electrical-Switchgear-198,Electrical Switchgear,Electrical,Equipment Delivery,Low,1,2024-08-19,2024-08-25,6,2024-08-20,2024-09-06,Completed - Delayed,True,12,3,Carrier,0.7,Partial,0.94,False,False,2,1,0.038
PRJ-006-ACT-0199,PRJ-006,Generator-199,Generator,HVAC,Equipment Delivery,Medium,2,2024-04-20,2024-04-22,2,2024-04-24,2024-04-26,Completed - Delayed,True,4,4,Carrier,0.91,Full,0.73,False,False,2,2,0.038
PRJ-006-ACT-0200,PRJ-006,HVAC-Chiller-200,HVAC Chiller,Plumbing,Documentation Review,Low,1,2025-02-07,2025-02-14,7,,,In Progress - At Risk,True,14,0,Carrier,0.62,Limited,0.5,False,True,2,1,0.109
PRJ-006-ACT-0201,PRJ-006,Generator-201,Generator,HVAC,Equipment Delivery,Medium,2,2024-01-06,2024-01-18,12,,,In Progress - At Risk,True,3,1,Carrier,0.65,Limited,0.99,True,False,4,2,-0.095
PRJ-006-ACT-0202,PRJ-006,BMS-Controller-202,BMS Controller,Fire Protection,Functional Testing,Medium,2,2024-12-10,2024-12-16,6,2024-12-11,2024-12-15,Completed - On Time,False,0,5,Carrier,0.97,Partial,0.59,False,True,1,1,0.098
PRJ-006-ACT-0203,PRJ-006,Exhaust-Fan-203,Exhaust Fan,Plumbing,Functional Testing,Low,1,2025-01-17,2025-01-18,1,2025-01-18,2025-02-08,Completed - Delayed,True,21,4,Carrier,0.64,Full,0.4,False,False,4,3,0.238
PRJ-006-ACT-0204,PRJ-006,Pump-204,Pump,Electrical,Startup,Low,1,2024-09-02,2024-09-09,7,2024-09-02,2024-09-10,Completed - On Time,False,0,3,Carrier,1.0,Limited,0.5,False,False,0,1,0.018
PRJ-006-ACT-0205,PRJ-006,HVAC-Chiller-205,HVAC Chiller,BMS,Functional Testing,Critical,4,2025-01-28,2025-02-04,7,2025-02-02,2025-02-07,Completed - Delayed,True,3,2,Carrier,0.97,Partial,0.97,False,True,6,3,0.104
PRJ-006-ACT-0206,PRJ-006,Exhaust-Fan-206,Exhaust Fan,Plumbing,Performance Testing,Critical,4,2024-04-20,2024-04-28,8,2024-04-24,2024-04-30,Completed - Delayed,True,2,0,Carrier,0.86,Limited,0.44,False,True,1,2,0.1
PRJ-006-ACT-0207,PRJ-006,Generator-207,Generator,Plumbing,Installation,High,3,2024-01-25,2024-01-29,4,,,In Progress - At Risk,True,4,2,Carrier,0.72,Partial,0.84,True,False,6,2,0.142
PRJ-007-ACT-0001,PRJ-007,Fan-001,Fan,Electrical,Startup,Medium,2,2023-08-03,2023-08-13,10,,,In Progress - On Track,False,0,0,Siemens,0.61,Partial,0.8,False,False,2,1,0.066
PRJ-007-ACT-0002,PRJ-007,UPS-002,UPS,BMS,Equipment Delivery,Critical,4,2023-10-12,2023-10-15,3,2023-10-14,2023-11-03,Completed - Delayed,True,19,0,Siemens,0.7,Limited,0.66,False,False,8,1,0.19
PRJ-007-ACT-0003,PRJ-007,UPS-003,UPS,BMS,Startup,Critical,4,2023-10-27,2023-11-09,13,2023-10-26,2023-11-13,Completed - Delayed,True,4,0,Siemens,0.81,Partial,0.64,False,True,2,0,-0.036
PRJ-007-ACT-0004,PRJ-007,Fan-004,Fan,Plumbing,Installation,High,3,2023-11-14,2023-11-26,12,2023-11-12,2023-12-09,Completed - Delayed,True,13,0,Siemens,0.63,Limited,0.51,False,True,8,3,-0.098
PRJ-007-ACT-0005,PRJ-007,Cooling-Tower-005,Cooling Tower,Fire Protection,Installation,Critical,4,2023-06-24,2023-07-06,12,,,In Progress - At Risk,True,15,0,Siemens,0.62,Full,0.44,False,True,4,0,0.275
PRJ-007-ACT-0006,PRJ-007,Cooling-Tower-006,Cooling Tower,Plumbing,Functional Testing,Low,1,2023-06-28,2023-07-02,4,2023-06-30,2023-06-30,Completed - On Time,False,0,0,Siemens,0.8,Full,0.75,True,False,0,1,0.083
PRJ-007-ACT-0007,PRJ-007,Boiler-007,Boiler,Plumbing,Documentation Review,Low,1,2023-11-03,2023-11-16,13,2023-11-05,2023-11-18,Completed - On Time,False,0,0,Siemens,0.89,Partial,0.46,False,False,1,0,0.044
PRJ-007-ACT-0008,PRJ-007,Air-Handler-008,Air Handler,Electrical,Functional Testing,High,3,2023-08-25,2023-08-29,4,2023-08-27,2023-08-31,Completed - On Time,False,0,0,Siemens,0.81,Limited,0.47,False,False,1,0,0.067
PRJ-007-ACT-0009,PRJ-007,Transformer-009,Transformer,HVAC,Documentation Review,Low,1,2023-07-27,2023-08-04,8,,,In Progress - On Track,False,0,0,Siemens,0.98,Full,0.66,False,True,0,1,-0.012
PRJ-007-ACT-0010,PRJ-007,Generator-010,Generator,HVAC,Performance Testing,High,3,2023-07-19,2023-07-27,8,2023-07-18,2023-07-26,Completed - On Time,False,0,0,Siemens,0.62,Partial,0.74,True,True,2,0,0.051
PRJ-007-ACT-0011,PRJ-007,BMS-Controller-011,BMS Controller,BMS,Startup,Low,1,2023-08-28,2023-09-05,8,2023-08-29,2023-09-10,Completed - Delayed,True,5,0,Siemens,0.61,Limited,0.55,False,False,2,1,0.288
PRJ-007-ACT-0012,PRJ-007,Air-Handler-012,Air Handler,Fire Protection,Performance Testing,Critical,4,2023-06-08,2023-06-21,13,2023-06-06,2023-07-07,Completed - Delayed,True,16,4,Siemens,0.87,Partial,0.73,False,False,7,2,-0.073
PRJ-007-ACT-0013,PRJ-007,Transformer-013,Transformer,HVAC,Installation,High,3,2023-10-24,2023-11-07,14,2023-10-26,2023-11-07,Completed - On Time,False,0,5,Siemens,0.9,Full,0.45,False,True,1,0,-0.049
PRJ-007-ACT-0014,PRJ-007,HVAC-Chiller-014,HVAC Chiller,Electrical,Installation,High,3,2023-08-31,2023-09-01,1,,,In Progress - On Track,False,0,1,Siemens,0.71,Full,0.82,False,True,2,1,0.026
PRJ-007-ACT-0015,PRJ-007,Cooling-Tower-015,Cooling Tower,HVAC,Equipment Delivery,Critical,4,2023-08-15,2023-08-17,2,2023-08-18,2023-08-21,Completed - Delayed,True,4,4,Siemens,0.63,Full,0.59,True,True,6,3,0.188
PRJ-007-ACT-0016,PRJ-007,VAV-Box-016,VAV Box,BMS,Functional Testing,Medium,2,2023-08-12,2023-08-19,7,,,In Progress - At Risk,True,3,1,Siemens,0.87,Limited,0.92,False,True,0,0,0.252
PRJ-007-ACT-0017,PRJ-007,Pump-017,Pump,Fire Protection,Functional Testing,Medium,2,2023-08-04,2023-08-17,13,2023-08-07,2023-08-25,Completed - Delayed,True,8,3,Siemens,0.8,Limited,0.87,False,True,1,1,0.118
PRJ-007-ACT-0018,PRJ-007,Air-Handler-018,Air Handler,Fire Protection,Functional Testing,Low,1,2023-08-22,2023-09-04,13,2023-08-25,2023-09-15,Completed - Delayed,True,11,1,Siemens,0.69,Partial,0.86,False,False,6,0,0.205
PRJ-007-ACT-0019,PRJ-007,VAV-Box-019,VAV Box,BMS,Functional Testing,Critical,4,2023-07-10,2023-07-14,4,2023-07-15,2023-07-28,Completed - Delayed,True,14,0,Siemens,0.66,Partial,0.66,False,False,0,2,-0.074
PRJ-007-ACT-0020,PRJ-007,Air-Handler-020,Air Handler,HVAC,Functional Testing,Critical,4,2023-07-21,2023-07-22,1,2023-07-22,2023-08-12,Completed - Delayed,True,21,0,Siemens,0.74,Partial,0.85,False,False,0,1,-0.061
PRJ-007-ACT-0021,PRJ-007,Fan-021,Fan,Plumbing,Installation,Medium,2,2023-10-12,2023-10-13,1,,,In Progress - On Track,False,0,3,Siemens,0.72,Full,0.9,False,False,2,0,-0.0
PRJ-007-ACT-0022,PRJ-007,VAV-Box-022,VAV Box,Fire Protection,Documentation Review,Medium,2,2023-10-12,2023-10-19,7,,,In Progress - At Risk,True,14,3,Siemens,0.67,Limited,0.9,False,True,7,3,0.173
PRJ-007-ACT-0023,PRJ-007,Boiler-023,Boiler,Fire Protection,Equipment Delivery,Medium,2,2023-07-21,2023-07-27,6,2023-07-22,2023-08-01,Completed - Delayed,True,5,5,Siemens,0.82,Partial,0.69,False,True,6,3,0.143
PRJ-007-ACT-0024,PRJ-007,Electrical-Switchgear-024,Electrical Switchgear,HVAC,Startup,Critical,4,2023-10-09,2023-10-18,9,,,In Progress - At Risk,True,8,4,Siemens,0.87,Full,0.43,False,False,0,1,0.09
PRJ-007-ACT-0025,PRJ-007,Transformer-025,Transformer,Fire Protection,Documentation Review,Critical,4,2023-06-20,2023-06-26,6,2023-06-25,2023-06-28,Completed - Delayed,True,2,3,Siemens,0.98,Full,0.59,False,False,7,3,0.184
PRJ-007-ACT-0026,PRJ-007,Fan-026,Fan,Plumbing,Installation,Low,1,2023-09-18,2023-10-02,14,2023-09-23,2023-10-08,Completed - Delayed,True,6,4,Siemens,0.88,Full,0.54,False,False,6,1,0.082
PRJ-007-ACT-0027,PRJ-007,Cooling-Tower-027,Cooling Tower,Electrical,Equipment Delivery,Medium,2,2023-07-14,2023-07-17,3,,,In Progress - At Risk,True,4,3,Siemens,0.9,Partial,0.9,False,False,2,0,0.212
PRJ-007-ACT-0028,PRJ-007,Boiler-028,Boiler,BMS,Performance Testing,High,3,2023-09-02,2023-09-04,2,2023-09-01,2023-09-10,Completed - Delayed,True,6,2,Siemens,0.93,Partial,0.75,False,True,0,1,0.134
PRJ-007-ACT-0029,PRJ-007,VAV-Box-029,VAV Box,Electrical,Installation,Critical,4,2023-06-06,2023-06-09,3,2023-06-08,2023-06-22,Completed - Delayed,True,13,4,Siemens,0.92,Full,0.46,False,False,1,0,0.069
PRJ-007-ACT-0030,PRJ-007,HVAC-Chiller-030,HVAC Chiller,HVAC,Functional Testing,Low,1,2023-09-25,2023-10-08,13,2023-09-28,2023-10-10,Completed - Delayed,True,2,1,Siemens,0.92,Full,0.64,False,True,0,2,0.133
PRJ-007-ACT-0031,PRJ-007,Cooling-Tower-031,Cooling Tower,Electrical,Functional Testing,High,3,2023-09-24,2023-09-27,3,2023-09-29,2023-10-06,Completed - Delayed,True,9,2,Siemens,0.69,Full,0.92,False,False,3,0,0.116
PRJ-007-ACT-0032,PRJ-007,Transformer-032,Transformer,HVAC,Documentation Review,High,3,2023-09-08,2023-09-21,13,2023-09-09,2023-10-11,Completed - Delayed,True,20,2,Siemens,0.62,Partial,0.77,False,False,3,1,0.085
PRJ-007-ACT-0033,PRJ-007,Boiler-033,Boiler,Fire Protection,Installation,Low,1,2023-10-15,2023-10-29,14,2023-10-14,2023-10-29,Completed - On Time,False,0,1,Siemens,0.96,Full,0.89,False,True,2,1,-0.041
PRJ-007-ACT-0034,PRJ-007,Exhaust-Fan-034,Exhaust Fan,Fire Protection,Documentation Review,Critical,4,2023-09-14,2023-09-22,8,2023-09-17,2023-10-02,Completed - Delayed,True,10,5,Siemens,0.73,Full,0.67,False,True,7,2,0.149
PRJ-007-ACT-0035,PRJ-007,Fire-Alarm-Panel-035,Fire Alarm Panel,BMS,Startup,Low,1,2023-06-04,2023-06-12,8,2023-06-07,2023-06-28,Completed - Delayed,True,16,4,Siemens,0.94,Partial,0.58,False,True,0,1,-0.082
PRJ-007-ACT-0036,PRJ-007,HVAC-Chiller-036,HVAC Chiller,HVAC,Performance Testing,Low,1,2023-07-12,2023-07-22,10,,,In Progress - On Track,False,0,1,Siemens,0.67,Full,0.94,False,False,1,0,0.038
PRJ-007-ACT-0037,PRJ-007,Boiler-037,Boiler,Electrical,Startup,Medium,2,2023-07-18,2023-07-22,4,2023-07-21,2023-08-03,Completed - Delayed,True,12,1,Siemens,0.6,Full,0.55,False,True,0,0,0.147
PRJ-007-ACT-0038,PRJ-007,BMS-Controller-038,BMS Controller,Electrical,Startup,Low,1,2023-08-10,2023-08-16,6,,,In Progress - On Track,False,0,1,Siemens,0.94,Limited,0.7,False,False,0,0,0.081
PRJ-007-ACT-0039,PRJ-007,Pump-039,Pump,Electrical,Functional Testing,Critical,4,2023-07-10,2023-07-20,10,,,In Progress - At Risk,True,9,1,Siemens,0.6,Limited,0.42,False,True,0,3,0.212
PRJ-007-ACT-0040,PRJ-007,VAV-Box-040,VAV Box,BMS,Functional Testing,Medium,2,2023-08-18,2023-09-01,14,2023-08-23,2023-09-17,Completed - Delayed,True,16,0,Siemens,0.65,Full,0.98,False,False,5,2,-0.036
PRJ-007-ACT-0041,PRJ-007,HVAC-Chiller-041,HVAC Chiller,Fire Protection,Installation,High,3,2023-10-29,2023-11-11,13,,,In Progress - At Risk,True,4,5,Siemens,0.64,Full,0.94,False,False,7,0,0.181
PRJ-007-ACT-0042,PRJ-007,Air-Handler-042,Air Handler,Fire Protection,Startup,Critical,4,2023-07-28,2023-08-09,12,2023-08-01,2023-08-26,Completed - Delayed,True,17,1,Siemens,0.98,Partial,0.68,False,True,1,1,0.18
PRJ-007-ACT-0043,PRJ-007,Transformer-043,Transformer,Fire Protection,Equipment Delivery,Medium,2,2023-09-21,2023-10-04,13,,,In Progress - At Risk,True,5,0,Siemens,0.6,Limited,0.5,False,False,2,0,-0.075
PRJ-007-ACT-0044,PRJ-007,BMS-Controller-044,BMS Controller,Electrical,Startup,High,3,2023-08-28,2023-08-29,1,2023-08-30,2023-09-02,Completed - Delayed,True,4,0,Siemens,0.71,Limited,0.86,False,True,0,3,0.094
PRJ-007-ACT-0045,PRJ-007,Transformer-045,Transformer,Fire Protection,Documentation Review,Critical,4,2023-07-04,2023-07-09,5,2023-07-04,2023-07-07,Completed - On Time,False,0,4,Siemens,0.99,Partial,0.82,False,False,0,1,0.044
PRJ-007-ACT-0046,PRJ-007,Fire-Alarm-Panel-046,Fire Alarm Panel,Plumbing,Documentation Review,Low,1,2023-10-15,2023-10-28,13,2023-10-20,2023-11-11,Completed - Delayed,True,14,4,Siemens,0.67,Full,0.58,False,False,3,1,0.252
PRJ-007-ACT-0047,PRJ-007,VAV-Box-047,VAV Box,Electrical,Performance Testing,Critical,4,2023-10-27,2023-11-05,9,2023-10-29,2023-11-23,Completed - Delayed,True,18,2,Siemens,0.64,Limited,0.97,False,True,4,0,0.253
PRJ-007-ACT-0048,PRJ-007,Fan-048,Fan,BMS,Startup,Medium,2,2023-10-11,2023-10-20,9,2023-10-09,2023-10-26,Completed - Delayed,True,6,5,Siemens,0.82,Partial,0.82,False,False,4,3,0.093
PRJ-007-ACT-0049,PRJ-007,Fire-Alarm-Panel-049,Fire Alarm Panel,BMS,Installation,Medium,2,2023-08-30,2023-09-04,5,,,In Progress - At Risk,True,6,5,Siemens,0.95,Limited,0.62,False,False,5,0,0.202
PRJ-007-ACT-0050,PRJ-007,UPS-050,UPS,Electrical,Startup,Critical,4,2023-11-15,2023-11-26,11,2023-11-15,2023-12-05,Completed - Delayed,True,9,1,Siemens,0.9,Partial,0.67,False,False,1,1,0.217
PRJ-007-ACT-0051,PRJ-007,Cooling-Tower-051,Cooling Tower,Plumbing,Equipment Delivery,Medium,2,2023-08-11,2023-08-21,10,,,In Progress - At Risk,True,15,4,Siemens,0.61,Limited,0.79,False,False,6,0,0.005
PRJ-007-ACT-0052,PRJ-007,Exhaust-Fan-052,Exhaust Fan,Plumbing,Equipment Delivery,Critical,4,2023-10-25,2023-10-31,6,,,In Progress - At Risk,True,8,1,Siemens,0.67,Partial,0.9,False,True,1,1,-0.002
PRJ-007-ACT-0053,PRJ-007,VAV-Box-053,VAV Box,Electrical,Performance Testing,Medium,2,2023-11-04,2023-11-07,3,2023-11-02,2023-11-08,Completed - Delayed,True,1,1,Siemens,0.72,Partial,0.46,False,True,0,1,0.085
PRJ-007-ACT-0054,PRJ-007,Fire-Alarm-Panel-054,Fire Alarm Panel,HVAC,Startup,Critical,4,2023-09-09,2023-09-14,5,2023-09-09,2023-09-28,Completed - Delayed,True,14,0,Siemens,0.97,Limited,0.65,False,True,3,2,-0.096
PRJ-007-ACT-0055,PRJ-007,Transformer-055,Transformer,Plumbing,Installation,Medium,2,2023-09-25,2023-09-28,3,2023-09-24,2023-09-27,Completed - On Time,False,0,2,Siemens,0.77,Partial,0.9,False,True,0,1,-0.033
PRJ-007-ACT-0056,PRJ-007,Fire-Alarm-Panel-056,Fire Alarm Panel,BMS,Startup,Low,1,2023-08-10,2023-08-22,12,2023-08-09,2023-09-01,Completed - Delayed,True,10,3,Siemens,0.72,Full,0.83,False,False,3,3,-0.029
PRJ-007-ACT-0057,PRJ-007,Generator-057,Generator,Fire Protection,Performance Testing,Critical,4,2023-08-30,2023-09-07,8,2023-08-29,2023-09-07,Completed - On Time,False,0,0,Siemens,0.88,Partial,0.76,False,True,0,1,-0.001
PRJ-007-ACT-0058,PRJ-007,Fan-058,Fan,HVAC,Performance Testing,Low,1,2023-10-17,2023-10-25,8,2023-10-15,2023-10-31,Completed - Delayed,True,6,0,Siemens,0.93,Partial,0.77,False,True,4,1,0.078
PRJ-007-ACT-0059,PRJ-007,Pump-059,Pump,Plumbing,Equipment Delivery,Medium,2,2023-10-04,2023-10-07,3,,,In Progress - At Risk,True,15,2,Siemens,0.74,Partial,0.88,False,False,4,2,0.198
PRJ-007-ACT-0060,PRJ-007,Electrical-Switchgear-060,Electrical Switchgear,Electrical,Functional Testing,Low,1,2023-10-20,2023-10-30,10,2023-10-21,2023-10-28,Completed - On Time,False,0,2,Siemens,0.88,Full,0.52,False,False,0,1,-0.016
